artifact_path,batch_status,build_passed,condition,configure_passed,direct_test_passed,error,experiment_id,failed_stage,full_test_passed,granularity,overall_pass,pair_id,restored,run_id,target_id,terminal_artifact_kind
experiments/v2/formal/rag/echo-web-server-ip-001/evaluation/evaluation_manifest.json,existing_terminal_artifact,True,full_source_design_knowledge_rag_required_artifacts,True,False,,v2/formal/rag/echo-web-server-ip-001,,False,module_files,False,echo-web-server-ip,True,echo-web-server-ip-full-source-rag-formal-001,echo-web-server-ip-v2-formal,evaluation
experiments/v2/formal/non-rag/echo-web-server-log-001/evaluation/pipeline_failure.json,existing_terminal_artifact,,full_source_non_rag,,,"Code regeneration output is not valid JSON: line=21, column=18, context='s::log::field""\n    },\n    {\n      ""path"": ""src/log/field.cpp"",\n      ""content"": ""#include \\""field.h\\""\\n#include <ctime>\\n#include <iomanip>\\n#include <sstream>\\'",v2/formal/non-rag/echo-web-server-log-001,code_regeneration,,module_files,,echo-web-server-log,True,echo-web-server-log-full-source-non-rag-formal-001,echo-web-server-log-v2-formal,pipeline_failure
experiments/v2/formal/rag/echo-web-server-log-001/evaluation/pipeline_failure.json,existing_terminal_artifact,,full_source_design_knowledge_rag_required_artifacts,,,"Code regeneration output is not valid JSON: line=21, column=18, context='s::log::field""\n    },\n    {\n      ""path"": ""src/log/field.cpp"",\n      ""content"": ""#include \\""field.h\\""\\n#include <ctime>\\n#include <'",v2/formal/rag/echo-web-server-log-001,code_regeneration,,module_files,,echo-web-server-log,True,echo-web-server-log-full-source-rag-formal-001,echo-web-server-log-v2-formal,pipeline_failure
experiments/v2/formal/non-rag/echo-web-server-thread-pool-001/evaluation/evaluation_manifest.json,executed_once,False,full_source_non_rag,True,False,,v2/formal/non-rag/echo-web-server-thread-pool-001,,False,module_files,False,echo-web-server-thread-pool,True,echo-web-server-thread-pool-full-source-non-rag-formal-001,echo-web-server-thread-pool-v2-formal,evaluation
experiments/v2/formal/rag/echo-web-server-thread-pool-001/evaluation/evaluation_manifest.json,executed_once,False,full_source_design_knowledge_rag_required_artifacts,True,False,,v2/formal/rag/echo-web-server-thread-pool-001,,False,module_files,False,echo-web-server-thread-pool,True,echo-web-server-thread-pool-full-source-rag-formal-001,echo-web-server-thread-pool-v2-formal,evaluation
experiments/v2/formal/non-rag/echo-web-server-util-001/evaluation/evaluation_manifest.json,executed_once,False,full_source_non_rag,True,False,,v2/formal/non-rag/echo-web-server-util-001,,False,module_files,False,echo-web-server-util,True,echo-web-server-util-full-source-non-rag-formal-001,echo-web-server-util-v2-formal,evaluation
experiments/v2/formal/rag/echo-web-server-util-001/evaluation/evaluation_manifest.json,executed_once,False,full_source_design_knowledge_rag_required_artifacts,True,False,,v2/formal/rag/echo-web-server-util-001,,False,module_files,False,echo-web-server-util,True,echo-web-server-util-full-source-rag-formal-001,echo-web-server-util-v2-formal,evaluation
experiments/v2/formal/non-rag/ini-cpp-inireader-001/evaluation/evaluation_manifest.json,executed_once,False,full_source_non_rag,True,False,,v2/formal/non-rag/ini-cpp-inireader-001,,False,class_span,False,ini-cpp-inireader,True,ini-cpp-inireader-full-source-non-rag-formal-001,ini-cpp-inireader-v2-formal,evaluation
experiments/v2/formal/rag/ini-cpp-inireader-001/evaluation/evaluation_manifest.json,executed_once,False,full_source_design_knowledge_rag_required_artifacts,True,False,,v2/formal/rag/ini-cpp-inireader-001,,False,class_span,False,ini-cpp-inireader,True,ini-cpp-inireader-full-source-rag-formal-001,ini-cpp-inireader-v2-formal,evaluation
experiments/v2/formal/non-rag/ini-cpp-iniwriter-001/evaluation/evaluation_manifest.json,executed_once,True,full_source_non_rag,True,True,,v2/formal/non-rag/ini-cpp-iniwriter-001,,True,function,True,ini-cpp-iniwriter,True,ini-cpp-iniwriter-full-source-non-rag-formal-001,ini-cpp-iniwriter-v2-formal,evaluation
experiments/v2/formal/rag/ini-cpp-iniwriter-001/evaluation/evaluation_manifest.json,executed_once,True,full_source_design_knowledge_rag_required_artifacts,True,True,,v2/formal/rag/ini-cpp-iniwriter-001,,True,function,True,ini-cpp-iniwriter,True,ini-cpp-iniwriter-full-source-rag-formal-001,ini-cpp-iniwriter-v2-formal,evaluation
experiments/v2/formal/non-rag/riscv-simulator-instruction-001/evaluation/evaluation_manifest.json,executed_once,False,full_source_non_rag,True,False,,v2/formal/non-rag/riscv-simulator-instruction-001,,False,module_files,False,riscv-simulator-instruction,True,riscv-simulator-instruction-full-source-non-rag-formal-001,riscv-simulator-instruction-v2-formal,evaluation
experiments/v2/formal/rag/riscv-simulator-instruction-001/evaluation/evaluation_manifest.json,executed_once,True,full_source_design_knowledge_rag_required_artifacts,True,False,,v2/formal/rag/riscv-simulator-instruction-001,,False,module_files,False,riscv-simulator-instruction,True,riscv-simulator-instruction-full-source-rag-formal-001,riscv-simulator-instruction-v2-formal,evaluation
experiments/v2/formal/non-rag/riscv-simulator-memory-001/evaluation/evaluation_manifest.json,executed_once,True,full_source_non_rag,True,True,,v2/formal/non-rag/riscv-simulator-memory-001,,True,class_span,True,riscv-simulator-memory,True,riscv-simulator-memory-full-source-non-rag-formal-001,riscv-simulator-memory-v2-formal,evaluation
experiments/v2/formal/rag/riscv-simulator-memory-001/evaluation/evaluation_manifest.json,executed_once,True,full_source_design_knowledge_rag_required_artifacts,True,True,,v2/formal/rag/riscv-simulator-memory-001,,True,class_span,True,riscv-simulator-memory,True,riscv-simulator-memory-full-source-rag-formal-001,riscv-simulator-memory-v2-formal,evaluation
experiments/v2/formal/non-rag/riscv-simulator-parser-001/evaluation/evaluation_manifest.json,executed_once,False,full_source_non_rag,True,False,,v2/formal/non-rag/riscv-simulator-parser-001,,False,class_span,False,riscv-simulator-parser,True,riscv-simulator-parser-full-source-non-rag-formal-001,riscv-simulator-parser-v2-formal,evaluation
experiments/v2/formal/rag/riscv-simulator-parser-001/evaluation/evaluation_manifest.json,executed_once,True,full_source_design_knowledge_rag_required_artifacts,True,False,,v2/formal/rag/riscv-simulator-parser-001,,False,class_span,False,riscv-simulator-parser,True,riscv-simulator-parser-full-source-rag-formal-001,riscv-simulator-parser-v2-formal,evaluation
experiments/v2/formal/non-rag/riscv-simulator-register-001/evaluation/evaluation_manifest.json,executed_once,True,full_source_non_rag,True,True,,v2/formal/non-rag/riscv-simulator-register-001,,True,class_span,True,riscv-simulator-register,True,riscv-simulator-register-full-source-non-rag-formal-001,riscv-simulator-register-v2-formal,evaluation
experiments/v2/formal/rag/riscv-simulator-register-001/evaluation/evaluation_manifest.json,executed_once,True,full_source_design_knowledge_rag_required_artifacts,True,True,,v2/formal/rag/riscv-simulator-register-001,,True,class_span,True,riscv-simulator-register,True,riscv-simulator-register-full-source-rag-formal-001,riscv-simulator-register-v2-formal,evaluation
experiments/v2/formal/non-rag/riscv-simulator-registerfile-001/evaluation/evaluation_manifest.json,executed_once,True,full_source_non_rag,True,True,,v2/formal/non-rag/riscv-simulator-registerfile-001,,True,class_span,True,riscv-simulator-registerfile,True,riscv-simulator-registerfile-full-source-non-rag-formal-001,riscv-simulator-registerfile-v2-formal,evaluation
experiments/v2/formal/rag/riscv-simulator-registerfile-001/evaluation/evaluation_manifest.json,executed_once,True,full_source_design_knowledge_rag_required_artifacts,True,True,,v2/formal/rag/riscv-simulator-registerfile-001,,True,class_span,True,riscv-simulator-registerfile,True,riscv-simulator-registerfile-full-source-rag-formal-001,riscv-simulator-registerfile-v2-formal,evaluation
