artifact_path,batch_status,build_passed,condition,configure_passed,direct_test_passed,error,experiment_id,failed_stage,full_test_passed,granularity,overall_pass,pair_id,restored,run_id,target_id,terminal_artifact_kind
experiments/v3/formal/non-rag/echo-web-server-io-001/evaluation/evaluation_manifest.json,existing_terminal_artifact,False,full_source_prompt_preserving_non_rag,True,False,,v3/formal/non-rag/echo-web-server-io-001,,False,module_files,False,echo-web-server-io,True,echo-web-server-io-prompt-preserving-non-rag-formal-001,echo-web-server-io-v3-formal,evaluation
experiments/v3/formal/rag/echo-web-server-io-001/evaluation/evaluation_manifest.json,existing_terminal_artifact,False,full_source_prompt_preserving_detailed_design_rag,True,False,,v3/formal/rag/echo-web-server-io-001,,False,module_files,False,echo-web-server-io,True,echo-web-server-io-prompt-preserving-detailed-design-rag-formal-001,echo-web-server-io-v3-formal,evaluation
experiments/v3/formal/non-rag/echo-web-server-ip-001/evaluation/evaluation_manifest.json,existing_terminal_artifact,True,full_source_prompt_preserving_non_rag,True,True,,v3/formal/non-rag/echo-web-server-ip-001,,True,module_files,True,echo-web-server-ip,True,echo-web-server-ip-prompt-preserving-non-rag-formal-001,echo-web-server-ip-v3-formal,evaluation
experiments/v3/formal/rag/echo-web-server-ip-001/evaluation/evaluation_manifest.json,existing_terminal_artifact,True,full_source_prompt_preserving_detailed_design_rag,True,True,,v3/formal/rag/echo-web-server-ip-001,,True,module_files,True,echo-web-server-ip,True,echo-web-server-ip-prompt-preserving-detailed-design-rag-formal-001,echo-web-server-ip-v3-formal,evaluation
experiments/v3/formal/non-rag/echo-web-server-log-001/evaluation/pipeline_failure.json,existing_terminal_artifact,,full_source_prompt_preserving_non_rag,,,timed out,v3/formal/non-rag/echo-web-server-log-001,code_regeneration,,module_files,,echo-web-server-log,True,echo-web-server-log-prompt-preserving-non-rag-formal-001,echo-web-server-log-v3-formal,pipeline_failure
experiments/v3/formal/rag/echo-web-server-log-001/evaluation/pipeline_failure.json,existing_terminal_artifact,,full_source_prompt_preserving_detailed_design_rag,,,timed out,v3/formal/rag/echo-web-server-log-001,code_regeneration,,module_files,,echo-web-server-log,True,echo-web-server-log-prompt-preserving-detailed-design-rag-formal-001,echo-web-server-log-v3-formal,pipeline_failure
experiments/v3/formal/non-rag/echo-web-server-thread-pool-001/evaluation/evaluation_manifest.json,existing_terminal_artifact,False,full_source_prompt_preserving_non_rag,True,False,,v3/formal/non-rag/echo-web-server-thread-pool-001,,False,module_files,False,echo-web-server-thread-pool,True,echo-web-server-thread-pool-prompt-preserving-non-rag-formal-001,echo-web-server-thread-pool-v3-formal,evaluation
experiments/v3/formal/rag/echo-web-server-thread-pool-001/evaluation/evaluation_manifest.json,existing_terminal_artifact,False,full_source_prompt_preserving_detailed_design_rag,True,False,,v3/formal/rag/echo-web-server-thread-pool-001,,False,module_files,False,echo-web-server-thread-pool,True,echo-web-server-thread-pool-prompt-preserving-detailed-design-rag-formal-001,echo-web-server-thread-pool-v3-formal,evaluation
experiments/v3/formal/non-rag/echo-web-server-util-001/evaluation/evaluation_manifest.json,existing_terminal_artifact,False,full_source_prompt_preserving_non_rag,True,False,,v3/formal/non-rag/echo-web-server-util-001,,False,module_files,False,echo-web-server-util,True,echo-web-server-util-prompt-preserving-non-rag-formal-001,echo-web-server-util-v3-formal,evaluation
experiments/v3/formal/rag/echo-web-server-util-001/evaluation/pipeline_failure.json,existing_terminal_artifact,,full_source_prompt_preserving_detailed_design_rag,,,"Design output contract violation: level-2 headings differ: expected=['責務', '公開インターフェース', '入力', '出力', '状態', '処理手順', '例外・失敗条件', '依存関係', '重要な不変条件', '追加詳細設計情報'], actual=['クラス図', 'クラス・メソッド・インターフェース詳細', 'シーケンス図', 'メソッド仕様書', '処理フロー図', '状態遷移・副作用', 'データ変換・制約']; detail level-3 headings differ: expected=['クラス図', 'クラス・メソッド・インターフェース詳細', 'シーケンス図', 'メソッド仕様書', '処理フロー図', '状態遷移・副作用', 'データ変換・制約'], actual=[]; クラス図: requires Mermaid classDiagram or an explicit 該当なし; クラス・メソッド・インターフェース詳細: section is empty; シーケンス図: requires Mermaid sequenceDiagram or an explicit 該当なし; メソッド仕様書: section is empty; 処理フロー図: requires Mermaid flowchart or an explicit 該当なし; 状態遷移・副作用: section is empty; データ変換・制約: section is empty",v3/formal/rag/echo-web-server-util-001,design_generation,,module_files,,echo-web-server-util,True,echo-web-server-util-prompt-preserving-detailed-design-rag-formal-001,echo-web-server-util-v3-formal,pipeline_failure
experiments/v3/formal/non-rag/ini-cpp-inireader-001/evaluation/evaluation_manifest.json,existing_terminal_artifact,False,full_source_prompt_preserving_non_rag,True,False,,v3/formal/non-rag/ini-cpp-inireader-001,,False,class_span,False,ini-cpp-inireader,True,ini-cpp-inireader-prompt-preserving-non-rag-formal-001,ini-cpp-inireader-v3-formal,evaluation
experiments/v3/formal/rag/ini-cpp-inireader-001/evaluation/evaluation_manifest.json,existing_terminal_artifact,False,full_source_prompt_preserving_detailed_design_rag,True,False,,v3/formal/rag/ini-cpp-inireader-001,,False,class_span,False,ini-cpp-inireader,True,ini-cpp-inireader-prompt-preserving-detailed-design-rag-formal-001,ini-cpp-inireader-v3-formal,evaluation
experiments/v3/formal/non-rag/ini-cpp-iniwriter-001/evaluation/evaluation_manifest.json,existing_terminal_artifact,True,full_source_prompt_preserving_non_rag,True,True,,v3/formal/non-rag/ini-cpp-iniwriter-001,,True,function,True,ini-cpp-iniwriter,True,ini-cpp-iniwriter-prompt-preserving-non-rag-formal-001,ini-cpp-iniwriter-v3-formal,evaluation
experiments/v3/formal/rag/ini-cpp-iniwriter-001/evaluation/evaluation_manifest.json,existing_terminal_artifact,True,full_source_prompt_preserving_detailed_design_rag,True,True,,v3/formal/rag/ini-cpp-iniwriter-001,,True,function,True,ini-cpp-iniwriter,True,ini-cpp-iniwriter-prompt-preserving-detailed-design-rag-formal-001,ini-cpp-iniwriter-v3-formal,evaluation
experiments/v3/formal/non-rag/riscv-simulator-instruction-001/evaluation/evaluation_manifest.json,existing_terminal_artifact,True,full_source_prompt_preserving_non_rag,True,False,,v3/formal/non-rag/riscv-simulator-instruction-001,,False,module_files,False,riscv-simulator-instruction,True,riscv-simulator-instruction-prompt-preserving-non-rag-formal-001,riscv-simulator-instruction-v3-formal,evaluation
experiments/v3/formal/rag/riscv-simulator-instruction-001/evaluation/pipeline_failure.json,existing_terminal_artifact,,full_source_prompt_preserving_detailed_design_rag,,,"Design output contract violation: level-2 headings differ: expected=['責務', '公開インターフェース', '入力', '出力', '状態', '処理手順', '例外・失敗条件', '依存関係', '重要な不変条件', '追加詳細設計情報'], actual=['追加詳細設計情報']",v3/formal/rag/riscv-simulator-instruction-001,design_generation,,module_files,,riscv-simulator-instruction,True,riscv-simulator-instruction-prompt-preserving-detailed-design-rag-formal-001,riscv-simulator-instruction-v3-formal,pipeline_failure
experiments/v3/formal/non-rag/riscv-simulator-memory-001/evaluation/evaluation_manifest.json,executed_once,True,full_source_prompt_preserving_non_rag,True,True,,v3/formal/non-rag/riscv-simulator-memory-001,,True,class_span,True,riscv-simulator-memory,True,riscv-simulator-memory-prompt-preserving-non-rag-formal-001,riscv-simulator-memory-v3-formal,evaluation
experiments/v3/formal/rag/riscv-simulator-memory-001/evaluation/pipeline_failure.json,executed_once,,full_source_prompt_preserving_detailed_design_rag,,,"Design output contract violation: level-2 headings differ: expected=['責務', '公開インターフェース', '入力', '出力', '状態', '処理手順', '例外・失敗条件', '依存関係', '重要な不変条件', '追加詳細設計情報'], actual=['追加詳細設計情報']",v3/formal/rag/riscv-simulator-memory-001,design_generation,,class_span,,riscv-simulator-memory,True,riscv-simulator-memory-prompt-preserving-detailed-design-rag-formal-001,riscv-simulator-memory-v3-formal,pipeline_failure
